sentence_id	sentence	locale	reason
a632db47d07130f9fb720ef2bf2590e350f675e4e03429543548c6886f2d64cb	It has sometimes been used as a galactogogue to promote lactation.	en	difficult-pronounce
a6349b5ba79728bebb572dc6bddcbd30c0fd832050034d5d5a9a2477af646831	It his last record as a solo artist before forming the band Eels.	en	grammar-or-spelling
a65f711d59fd7dfa2681ee7db9aaa8142ddc9a18572707511842bf8d8bd86d98	In total, ozone makes up only of the atmosphere.	en	grammar-or-spelling
a666ae65a3c1c8eee0c1fa67dc9068d0f579a893595bfd0ff311a6c7cbc88991	Jesus committed suicide three days after the incident.	en	offensive-language
a591a0dfa3640a8e5abc1ebc948dccbf72aa6aa2622c84a9298a5fd7a264e0d0	Under Dos Santos's leadership, Angola became a multi-party state, although controlled by Dos Santos.	en	please am new 
help with the question
can not understand
a6920397717f7342cfb0bf695257af3cae906a730720bd04bd5fc58c4a2e409f	Through the Gucci deal, Pinault-Printemps-Redoute also acquired the brand Yves Saint Laurent.	en	difficult-pronounce
a6920397717f7342cfb0bf695257af3cae906a730720bd04bd5fc58c4a2e409f	Through the Gucci deal, Pinault-Printemps-Redoute also acquired the brand Yves Saint Laurent.	en	grammar-or-spelling
a6a95b49ecdca391dfe4202b7d348a2d2fcfe4f8cb36402f7914aee6023c347c	SuperValu announced on Jul.	en	grammar-or-spelling
a701278300e22fc7696c34898196abaf87c17cdeafd36c353b589da6f147cafd	Brazier was a central figure was a preacher and real estate developer.	en	grammar-or-spelling
a6e3f834cfa09ca3fbde11df965e3e2c7f12219fd686cf32ddfc4d1d8d651010	Bush to receive the "Presidential Award for Excellence in Science and Mathematics Teaching".	en	grammar-or-spelling
a6ee4e79b8f2502c270e24c982348340c5bd81fa759a0e0f6105634ddc6590d5	Further samples of L.t.	en	grammar-or-spelling
a785b9ebe1845db06a069d90fcb6bf4f9f041ef73a7422605d3f0cef21556f7d	The entire Saharanpur district is a part the Yamuna-Ganges Doab region.	en	grammar-or-spelling
a770e257e192e638949e3f8ef218636871c82b6cfce97a60f94e0375c5a0f3d2	He was a Professor of Anatomy in homoeopathic department of the University of Michigan.	en	grammar-or-spelling
a7922436924e461cc1d256b6e71de0485a4f878b338e5a4833e5a94353151677	It goes on the batter's record as a hit.	en	offensive-language
a678f4ba3b28f26c6ac9055d7ebd46fd08f12d21955802c7688669f959f67504	The Wehrmacht was required to divert units from its push towards Warsaw.	en	different-language
a8cd884c23d64b4c68e5861087346869263d9cc73ae552bdcead1cb8d894c8df	The dexter implement contains the arms of the see.	en	grammar-or-spelling
a96ca027af5fba28987aec4296c7607b7faa2b580e698984945779e41e403cde	Ms. Temple specialized in accounting liability.	en	grammar-or-spelling
a955e259b85fb9b5ebcc83272a0b585b481f9b41449aee21147ee3956fcb9d2c	Can a company have multiple residence?	en	grammar-or-spelling
a98d55f3290290c9db2d795831bce12ea5dbb9a63b60860baeaac98b76420f65	"Living on Earth" is currently based at the University of Massachusetts Boston.	en	offensive-language
a9521878bbf4b60083d3f73db5b5f0bde7b4683f26fea039ccf8b3efab791e93	Cannot my intuition be just as good as yours?	en	offensive-language
a9521878bbf4b60083d3f73db5b5f0bde7b4683f26fea039ccf8b3efab791e93	Cannot my intuition be just as good as yours?	en	grammar-or-spelling
a9521878bbf4b60083d3f73db5b5f0bde7b4683f26fea039ccf8b3efab791e93	Cannot my intuition be just as good as yours?	en	different-language
a9521878bbf4b60083d3f73db5b5f0bde7b4683f26fea039ccf8b3efab791e93	Cannot my intuition be just as good as yours?	en	difficult-pronunciation
a9521878bbf4b60083d3f73db5b5f0bde7b4683f26fea039ccf8b3efab791e93	Cannot my intuition be just as good as yours?	en	jogging 
a9d68498881a626c6d7238729770940681e1dd644b01005fa66b1d0d8c51231d	In some languages definiteness can be seen a morphological category of nouns.	en	grammar-or-spelling
a9f22157e601ab1163f81ebe753b8afc4f67200475b7344161acc687527a3157	The Grape cultivation it's associated with it the wine industry.	en	grammar-or-spelling
a9f9421bde506439d06f5dfd23e3cd937bb67c5dea95897b5bf3cb4bf32c3b46	The hill is sometimes also called the "Teutberg" or "Teut" for short.	en	different-language
a9f9421bde506439d06f5dfd23e3cd937bb67c5dea95897b5bf3cb4bf32c3b46	The hill is sometimes also called the "Teutberg" or "Teut" for short.	en	difficult-pronounce
a9e1bcd46302c8c8c8f74560fd28956524a1efaa63516773f7efddd778892b95	They united at the convention when a delegate unexpectedly nominated former governor Kirkwood.	en	offensive-language
aa07d76549cfa20a343b296a9f20f1020945d1fadb3320c5e31e7da581e2b084	Her father's name and occupation is unknown.	en	grammar-or-spelling
a9e99f6ab8a79310eb3a0f7821cf7268d3fb5a5a1038bcee28dcd346ca979742	No child of mine nor touch nor softness of glance, nor instant of desire.	en	grammar-or-spelling
a9da0e67001131710a21f2633a8e57ee26a4d1b088dc87de327b89078c950288	Pikachu has appeared several of times on "The Simpsons".	en	grammar-or-spelling
aa074994480934106109da0d40154d9c11c85914b23d385ba3d32708a5b729f2	However, recently the city gain some momentum.	en	grammar-or-spelling
aa1a4e716c70c3f712a8a5552168a0f05aaf2c948b530032f758e66e1ef5eabd	Born in Bergen, he took the dr.med.	en	grammar-or-spelling
a9d6f10458b01710822e1624d1e55e6890a29814d7166b1dd9c61b851447a3bb	Resistor Rs isolates the circuit from the external load.	en	grammar-or-spelling
aa226fb21fa91ecf43a8651f794ffe5168eba263d4e808bc200dd2242b0a7cfc	This included a name change for Airtours International and Premiair to MyTravel Airways.	en	grammar-or-spelling
aa226fb21fa91ecf43a8651f794ffe5168eba263d4e808bc200dd2242b0a7cfc	This included a name change for Airtours International and Premiair to MyTravel Airways.	en	I believe "for" should be "from".
aa5221ca69588abe0636bdb0ca61567f6b12d6533b834222cee07344d96a91e3	Creation of a public garden was one of the goals of that organization.	en	How to open the microphone
aa4a7dc2e6628b55bcd923ebe05895ac11fdc3cf141204c51b267eff27d894a8	There as one voter registered to another party.	en	grammar-or-spelling
aa3e049d2655437dfab1da1a3149e210000387f400fe40ac68741793eb32f224	As result, Air Police leadership requested a shield to replace the brassard.	en	grammar-or-spelling
aab04b6e070ddaeaced5dab85ec8348ae459e6bb25bdd544a8248f05c1354214	They Populist coalition had less success in the next campaigns.	en	grammar-or-spelling
aac4583552c4d3bb93511f16ed33b87ca27caf2e095b2ccb8dfa6edbdd7b7dc6	Raw materials, such as silk or cotton, where obtained from a local entrepreneur.	en	grammar-or-spelling
aace2e3c87c4503d4c1daec2701b0aaca58f1fcb5ca3dfe9015777a77012978f	"This Island" received generally favorable reviews from music crtics.	en	grammar-or-spelling
aa897a801022c692c93a616e5c11e272c264125e9bc225198ea68c9c8b963819	Evidence suggests that B.-I.	en	grammar-or-spelling
aad7aee2faa63226fc75ecc15dbab85aa40612e68799927a0ba409291eeedaf8	It also houses a number of industrial and manufacturing units.	en	different-language
aadfaa06f56d1142da0cb5dd6d76b834e3f7bf459c9d25e8c3dbfaa5748fb24f	Citizens Band is another example of classic push-to-talk operation.	en	different-language
aad2b737295bdfe6a36b78061ca8553d3dadfd19e2cd76a233e8cbb7d3ce5307	Edgar was decidedly proud, if not arrogant, and was the leader of the trio.	en	different-language
ab6b30214121c869eca71b7fb0879431e31fde85fc91fba10cea9f022e104099	It is available in translation.	en	grammar-or-spelling
ab6b30214121c869eca71b7fb0879431e31fde85fc91fba10cea9f022e104099	It is available in translation.	en	different-language
ab6b30214121c869eca71b7fb0879431e31fde85fc91fba10cea9f022e104099	It is available in translation.	en	difficult-pronounce
ab6b30214121c869eca71b7fb0879431e31fde85fc91fba10cea9f022e104099	It is available in translation.	en	offensive-language
aba6b2da3db2758a592171ecfd90086ab875d47ac615f129481ae5dabb397bc5	The proposition of interest is usually of the form A specific event will occur.	en	grammar-or-spelling
ac1f47d1ccf43868923d2f49a868ad5704a6fffe46a6e1be9417fd10477f7ae1	The Jews make trouble.	en	offensive-language
ac24d2fec46c4999948630cb32f51e0ea21db268ab1ccc6332cd5465d192fd38	IgA, IgG, IgM, IgE, IgD.	en	difficult-pronounce
aad25a8e320c30816809e4592612c31561c31b2f9406f45039b877fbd333099b	Counter to expectations, however, the closest relative of "Unaysaurus" is not from South America.	en	difficult-pronunciation
aca3d22d6391d2c7245d5e00ebc89436944d20eb369ad2811c9df7187c27cf39	After serving as Rutan's personal airplane, it was retired.	en	grammar-or-spelling
aca3d22d6391d2c7245d5e00ebc89436944d20eb369ad2811c9df7187c27cf39	After serving as Rutan's personal airplane, it was retired.	en	different-language
aca3d22d6391d2c7245d5e00ebc89436944d20eb369ad2811c9df7187c27cf39	After serving as Rutan's personal airplane, it was retired.	en	different-language
aca3d22d6391d2c7245d5e00ebc89436944d20eb369ad2811c9df7187c27cf39	After serving as Rutan's personal airplane, it was retired.	en	difficult-pronounce
ac91d32afe1677502130428e9cb2e620d45165c15b3673cb86ac0738215f2c77	If this is not the case such as in the foreign key from "Dept".	en	offensive-language
ad6ba11da8131b0d5c60b278eee2f331d6f9b84c638b9b504efec2c4e4ff3681	Because of the timing, these attacks have been interpreted as vindictive.	en	grammar-or-spelling
ad6ba11da8131b0d5c60b278eee2f331d6f9b84c638b9b504efec2c4e4ff3681	Because of the timing, these attacks have been interpreted as vindictive.	en	difficult-pronunciation
adb4ab02dea15e089959bcfd1b3d1300652e8e0a0142b2c4ba3753c39b9ddc5d	I'm not Mr. Laurence, I'm only Laurie.	en	grammar-or-spelling
add22f4d95713cbeab9ed871c43a44dbf922ecdc47e3fe7378dca210bf580ffc	"Everybody was interested and nobody doubted the subject," said writer Robert Ardrey.	en	offensive-language
add22f4d95713cbeab9ed871c43a44dbf922ecdc47e3fe7378dca210bf580ffc	"Everybody was interested and nobody doubted the subject," said writer Robert Ardrey.	en	different-language
add22f4d95713cbeab9ed871c43a44dbf922ecdc47e3fe7378dca210bf580ffc	"Everybody was interested and nobody doubted the subject," said writer Robert Ardrey.	en	grammar-or-spelling
add22f4d95713cbeab9ed871c43a44dbf922ecdc47e3fe7378dca210bf580ffc	"Everybody was interested and nobody doubted the subject," said writer Robert Ardrey.	en	difficult-pronounce
ae319f61aef826f4893f7fc994731f290ab6492c8d6ede19dac178bf4b63a27f	His son Canonchet was a Narragansett sachem.	en	degen de medir con esava4ra o seral vimedidos igual
ae1461261de410821ca0a184c8176343b961635e73364d5daf45559e93b20260	Leoba was conceived to old parents who were barren.	en	offensive-language
ae550f1429d27e2fa075833292e5b0f889ea18e705079996bf147703cf2f5526	Gary is described as a sociopath.	en	offensive-language
ae550f1429d27e2fa075833292e5b0f889ea18e705079996bf147703cf2f5526	Gary is described as a sociopath.	en	grammar-or-spelling
ae550f1429d27e2fa075833292e5b0f889ea18e705079996bf147703cf2f5526	Gary is described as a sociopath.	en	different-language
ae550f1429d27e2fa075833292e5b0f889ea18e705079996bf147703cf2f5526	Gary is described as a sociopath.	en	difficult-pronounce
ae457408ef2286c9241c1366f47f6ac0b9a23f7131db4d81795bacf46cf3c0a7	He announced a Second Coming, resulting in the Great Disappointment.	en	difficult-pronounce
ae457408ef2286c9241c1366f47f6ac0b9a23f7131db4d81795bacf46cf3c0a7	He announced a Second Coming, resulting in the Great Disappointment.	en	different-language
ae457408ef2286c9241c1366f47f6ac0b9a23f7131db4d81795bacf46cf3c0a7	He announced a Second Coming, resulting in the Great Disappointment.	en	grammar-or-spelling
ae457408ef2286c9241c1366f47f6ac0b9a23f7131db4d81795bacf46cf3c0a7	He announced a Second Coming, resulting in the Great Disappointment.	en	offensive-language
ae6cdca2b77bb507c22a36041cc57302b0f21205261f37d29fdf33c97a1b83d9	She is tasked with peacetime aviation training and support.	en	offensive-language
ae6cdca2b77bb507c22a36041cc57302b0f21205261f37d29fdf33c97a1b83d9	She is tasked with peacetime aviation training and support.	en	grammar-or-spelling
ae6cdca2b77bb507c22a36041cc57302b0f21205261f37d29fdf33c97a1b83d9	She is tasked with peacetime aviation training and support.	en	different-language
af0fe0a8658a00c4c385123c2555bf81bc42532a339fc9b3964ffdab8e79d1ea	Shortly afterwards, Di Pietro set up IdV again.	en	grammar-or-spelling
af54f8463d0177b16c85fe53448e382c468fcdfecd04960f096b3f6e35831cc8	Quagmire is beaten up then arrested, but released shortly after by Joe.	en	grammar-or-spelling
af467ac8679c710b87d791c2933344469a71c28f78417d1f7c492c109e93c80c	The remains of medieval walls which encircled the settlement are still visible.	en	offensive-language
af467ac8679c710b87d791c2933344469a71c28f78417d1f7c492c109e93c80c	The remains of medieval walls which encircled the settlement are still visible.	en	different-language
af467ac8679c710b87d791c2933344469a71c28f78417d1f7c492c109e93c80c	The remains of medieval walls which encircled the settlement are still visible.	en	difficult-pronounce
af467ac8679c710b87d791c2933344469a71c28f78417d1f7c492c109e93c80c	The remains of medieval walls which encircled the settlement are still visible.	en	grammar-or-spelling
af467ac8679c710b87d791c2933344469a71c28f78417d1f7c492c109e93c80c	The remains of medieval walls which encircled the settlement are still visible.	en	WWE SMACKDOWN IS MOVING TO THURSDAY NIGHTS STARTING AUGUST 5 2021 AT 8/7C ON USA NETWORK
af81f9846807b26a83dc42ac13e893b60aa7a1c615a0be1465d93ba3878becd6	Palpi porrectly upturned.	en	grammar-or-spelling
af747a909ba3e2aac7229b483be1d5a3012813ef80450c4d1b5f23074e84af95	They must quickly to derail the train of Chinese economic growth.	en	grammar-or-spelling
af977898771ca9f9206b63129c0448313b5af5ecbe0c2002f2f7282b9f07a520	This was the first time Malaysia host the games.	en	grammar-or-spelling
af8db872ad984a8d8f9e96e4ef6e912fcf830f83e1c6314792c8f9886f95889d	The were student associations that engaged in numerous social activities.	en	grammar-or-spelling
af96565808f8fa8e95a58293b607e78548bea09adafacb2daa23abccadec6865	Article X contains involves miscellaneous final addenda.	en	grammar-or-spelling
af9e5040bbe9f25a7506544018bca668488f916028f11c6d5b1534d2c23d6f2a	These facilities are used for conference and businesses gatherings outside of the student term.	en	grammar-or-spelling
aff57965113eaab0637706b6fdc03975f31f717f9afde5cc9141e04264e3d90c	McKew recontested the seat for Labor.	en	different-language
afe8dbe696d14f33afd23b968fdeff66e914bc61488a2fc020e13758a53a488a	Carneal's trademark greeting, "Hi everybody", was reminiscent of his down-home style.	en	difficult-pronounce
affe5010708a9257f4b94d2a785f2c906513d60a41c4984724dc19a3dcad58c2	Uberti firearms have been featured in numerous Western movies thanks to their authentic looks.	en	difficult-pronounce
afed1f24bfc066e9cd51f8bf8817cb7fb37c7cb804d82da68d27cf4b972a49cb	He leaves town with Verna.	en	grammar-or-spelling
afed1f24bfc066e9cd51f8bf8817cb7fb37c7cb804d82da68d27cf4b972a49cb	He leaves town with Verna.	en	difficult-pronunciation
b021d50458f3d900c67a69058da578636cd7ad87131eecc3948ee79a5bc2924d	A. R. Rahman was signed in to composed the film's music.	en	grammar-or-spelling
b00b67ecc7656e7d4fb50ca2d83374c4cda785ea7605020aeadf8f303112eab4	The games show the date the game was first release in that region.	en	grammar-or-spelling
b02fcbe5549e153ee9557772203dd1fb79e2ad3a4a13e3b118d3e42609e79aae	For the sake of simplicity, let for some integer "k".	en	grammar-or-spelling
b05c93e8749216107b3d1fe96834da6d76f67e748356df0e87eeca4281095586	Hempstead is named in honor of Stephen Hempstead, the second governor of Iowa.	en	different-language
b062ad082d8945cf7e8235ec284772fbf480eeca352f25ff551b07d298a58401	Hope cemetery alongside his mother Jeanne Stone and sister Egypta Stone Wilson.	en	grammar-or-spelling
b07c0a3a40944ca729686c3b7e3e668126ad42a0c4479650a2170ec61f722e10	These findings point to a sustained contagion in the environment, notably in the soil.	en	different-language
b07c0a3a40944ca729686c3b7e3e668126ad42a0c4479650a2170ec61f722e10	These findings point to a sustained contagion in the environment, notably in the soil.	en	grammar-or-spelling
b07c0a3a40944ca729686c3b7e3e668126ad42a0c4479650a2170ec61f722e10	These findings point to a sustained contagion in the environment, notably in the soil.	en	offensive-language
b07c0a3a40944ca729686c3b7e3e668126ad42a0c4479650a2170ec61f722e10	These findings point to a sustained contagion in the environment, notably in the soil.	en	difficult-pronounce
b07d9462473096966c6958f67fa049bafd19b1e703cda1c655ab5db9a67c19b8	Among the original users was Danish aid organisation Danida.	en	offensive-language
b0ac8ecdedc7129a50cfcaa33c18a014bffa422fc0f028ac91b5aac9a875c6e2	Maine Pyaar Kyun Kiya?	en	different-language
b0d5a4a9dafe9fdca27460008d901d8d442db93bd1a7663e3cac1da4beea071f	The Henrietta Nesmith Glacier completely surrounds Mount Whisler.	en	grammar-or-spelling
b0cec2a50967f67172e26ebf2d37164a3a95a9f92c23551352d267528e7a3314	Did you drove or did you flew?	en	grammar-or-spelling
b0ac8ecdedc7129a50cfcaa33c18a014bffa422fc0f028ac91b5aac9a875c6e2	Maine Pyaar Kyun Kiya?	en	different-language
b0e11c4c4ec939a9ee380f08f0a9e5ed5b669c370dcd780df6f32c385ff95c02	Hazarduari Palace is located in the campus of Kila Nizamat of Murshidabad.	en	difficult-pronounce
b0f2557261a7106090b9df672e2b2d34f2dbd15608e43eac8d2895fa954c5aec	Locations used included Haberdashers' Aske's School, Saint Albans and Ivinghoe Beacon.	en	difficult-pronounce
b11d3a40cc6fa3c138c9fffb7942476bc15628f62801ae4432af60a660384e50	It gave love hope in its own survival.	en	different-language
b0f4af404fbcf2d8ab89281bf43866f1e777ffed1c99b393faa2aef4687c6658	Ulricehamn, originally known as "Bogesund", has been populated at least since the Middle Ages.	en	difficult-pronounce
b1132bdca1b17dcd1ee98a546ed6556f2d418c00f7526d079528661b2db656bd	Its sister species is "Microhyla laterite".	en	difficult-pronounce
b11d231008d4fba181b9c0946731e6c189eab4ced4f87d813c03860722292d4f	They had their main seat at Torsnes in Jondal, Hardanger.	en	difficult-pronounce
b12d269c16777ed0d6da44ef0c0d199d744e8a2f45d4f3174a1a7b4be20fe3f5	The Dacians called this plant "aniarsexe" or "aniassexie".	en	difficult-pronounce
b11432b7efc02d6e2503e7b5b95e77dddb2bfb6347d609d9391957823607ad2c	Polychrome explains that she accidentally fell off her father's bow while dancing on it.	en	Ambiguous word: "bow"
b16e32fc506cd4ef2112269d3b113f5a66bc1c2b9dcd0ad99578a46ab870abe7	Examples include linear transformations and affine transformations, rotations, reflections and translations.	en	offensive-language
b16e32fc506cd4ef2112269d3b113f5a66bc1c2b9dcd0ad99578a46ab870abe7	Examples include linear transformations and affine transformations, rotations, reflections and translations.	en	grammar-or-spelling
b16e32fc506cd4ef2112269d3b113f5a66bc1c2b9dcd0ad99578a46ab870abe7	Examples include linear transformations and affine transformations, rotations, reflections and translations.	en	different-language
b16e32fc506cd4ef2112269d3b113f5a66bc1c2b9dcd0ad99578a46ab870abe7	Examples include linear transformations and affine transformations, rotations, reflections and translations.	en	difficult-pronounce
b16c3b2a471f3174d9500a23377fa357bc56bfdd62a7978e704fa1ae5a86492a	The Alabama Railroad operates of railroad from Flomaton, Alabama to Peterman, Alabama.	en	grammar-or-spelling
b173820a7104db1c5bf5927265ee43773d7dff8807fa7f6335937dba527c37ab	Solo replies, Yes, I'll bet you have.	en	grammar-or-spelling
b2311f513ba0bfe1d5bd7ce4b21e42f3e2a0e410db2081f4fb7db3853c3d5bd6	The first Cor!!	en	grammar-or-spelling
b25d9a699c88f7d00b9bc02c19ade1259b34c925eedd1f2953485506c29a2a73	They attach to branches with stout to long and densely hairy leaf stalks.	en	grammar-or-spelling
b2969c8726c0fbedfd2dc94650aaaba5332913720448a1cab4f360ae755e65ba	"Rugops" is believed to be an abelisaurid, and is related to "Majungasaurus".	en	difficult-pronounce
b2aacccca5c369bacaf74e53e85bdcc49de9bd73ca2a7f56e9589362c7fae258	Banker and Coldwell remained active in the company throughout their lives.	en	different-language
b29c6c08374a750678b2a6d7e3704f537813e6fe2c1d0f1b7046146ace806a15	It is home to the of the First United Methodist Church of Chicago.	en	grammar-or-spelling
b2ad1a348bce3422d8249dcfa771afcd17bc0463c4a0ca60dd4d5893432bd96a	Marie, Ontario to Korean immigrant parents.	en	offensive-language
b2ad1a348bce3422d8249dcfa771afcd17bc0463c4a0ca60dd4d5893432bd96a	Marie, Ontario to Korean immigrant parents.	en	grammar-or-spelling
b272ad01bab29e836c57f07bce88225cda7cf496aa692b846843332d4df1b283	SiO during the deposition also by ion bombardment.	en	grammar-or-spelling
b29828e371c03c3fbbc519ad9ce44c656a178955fe2998be6296ab3f4ee71576	After the war, Grzesiuk started documenting his pre-war and wartime experiences.	en	difficult-pronounce
b2c31e441f442d133bbfc47e0e8964f6ed3d4bc71a0481e7c64f3281deec2a2a	The Souliotes retreated when they saw their leader's body being carried away to safety.	en	difficult-pronounce
b2b40d7cb8186b62d7a639f61fed41331308982a28c831d08f5d1679c3ae6b00	Some preemergent coleoptiles do, however, accumulate purple anthocyanin pigments.	en	difficult-pronounce
b2a7b0b4eb56b1080991cbe410eabb8f403f93b99792e13e955796e8df058ec3	However, Karamanlis managed to secure an absolute majority in the Parliament.	en	difficult-pronounce
b2c5abfa4f7d195b118b38a6ca53e8f60ca55a64ebbe233dd17c74ce552083fc	Somewhat longer and less broad than the cinquedea.	en	difficult-pronounce
b2b97f2894de22f857aa55f68262da5a3600d2d693444abbaa20254b6763b30c	Hallelujah", laughed loudly and then said "Yes.	en	grammar-or-spelling
b29c6c08374a750678b2a6d7e3704f537813e6fe2c1d0f1b7046146ace806a15	It is home to the of the First United Methodist Church of Chicago.	en	grammar-or-spelling
b2b97f2894de22f857aa55f68262da5a3600d2d693444abbaa20254b6763b30c	Hallelujah", laughed loudly and then said "Yes.	en	grammar-or-spelling
b2f0d63d86c0ae6793bb9655cd110f97a10914aeb593941b15b18f16ed37bf79	Bedale rejoined the Richmond constituency.	en	difficult-pronounce
b2ef11c6259fa103f7587366c70bafcfe4a93c332cd8cbd18c7a1081fe500429	Versailles was a vast construction site for many years.	en	different-language
b2c730637f5ad4e79d9e66b0f3ecd1c0c49eea44e590a899b54a1deda3dfa1c6	The first and the second are harmonised in traditional Westminster forms of government.	en	grammar-or-spelling
b2966c88597a677188ff0849feef2e3f966115e0c7d2ab9a2d55426d75ff1bcc	Pharaonism's most notable advocate was Taha Hussein.	en	difficult-pronounce
b2c19911c8823fab904b249847a52b71b07bd8c58a61b085d33186c007a9dd1d	The lowest level of government is the Peasmarsh parish council.	en	difficult-pronounce
b27ebd06845d4e7700ec3c28f37cd04490305d54c271675ef4b2f023c3b72da0	A bird, the Iquitos gnatcatcher, "Polioptila clementsi", is named after him.	en	different-language
b27ebd06845d4e7700ec3c28f37cd04490305d54c271675ef4b2f023c3b72da0	A bird, the Iquitos gnatcatcher, "Polioptila clementsi", is named after him.	en	difficult-pronounce
b2bd11c0f364b3506f845c38dc3b2568f5dd497cacc64c48fc6070afaf95bd2e	I was the one that carried all the pills on tou.	en	grammar-or-spelling
b306cfe96ef3c9cdaea499ac0e35583f08ea1ba0a769be9efdd3a669442aa5c0	Vicini did not married.	en	grammar-or-spelling
b3263290324faf777ef837b9a58c168e6bcbbc0117af194bd53acf5c0a6c1157	Chadderton Football Club is a football club in based in Chadderton, Oldham, Greater Manchester.	en	grammar-or-spelling
3584e7e55d8e095c91894636d252d3c06e4706045bc4c8dfbf80bb37a19daec0	And God said, Let the waters bring forth abundantly	en	grammar-or-spelling
3584e7e55d8e095c91894636d252d3c06e4706045bc4c8dfbf80bb37a19daec0	And God said, Let the waters bring forth abundantly	en	.
10c79c277948dc2d419c6fbbd3ef362b60908a652f03f03480de8bdc7dcaac90	learn more about our organizational structure.	en	grammar-or-spelling
0b7cbb6ff50ec6eef7ff54195e0088ec282cc43cd3a892f4230e081decc183f0	And God said, Let the earth bring forth grass	en	grammar-or-spelling
0b7cbb6ff50ec6eef7ff54195e0088ec282cc43cd3a892f4230e081decc183f0	And God said, Let the earth bring forth grass	en	.
75e6244382a30c0ce7a2ee53eee51d9942ba2942bc5797f6d29cdbe1a0cd9864	The drama is the executive of literature.	en	offensive-language
75e6244382a30c0ce7a2ee53eee51d9942ba2942bc5797f6d29cdbe1a0cd9864	The drama is the executive of literature.	en	grammar-or-spelling
75e6244382a30c0ce7a2ee53eee51d9942ba2942bc5797f6d29cdbe1a0cd9864	The drama is the executive of literature.	en	different-language
75e6244382a30c0ce7a2ee53eee51d9942ba2942bc5797f6d29cdbe1a0cd9864	The drama is the executive of literature.	en	difficult-pronounce
17fd59b5062e3f6b538b7dbc9e7fbdeca159c31e73f001f478ebb3ccb4a137fb	Validating a solution is usually easier than finding the solution.	en	offensive-language
17fd59b5062e3f6b538b7dbc9e7fbdeca159c31e73f001f478ebb3ccb4a137fb	Validating a solution is usually easier than finding the solution.	en	grammar-or-spelling
17fd59b5062e3f6b538b7dbc9e7fbdeca159c31e73f001f478ebb3ccb4a137fb	Validating a solution is usually easier than finding the solution.	en	different-language
17fd59b5062e3f6b538b7dbc9e7fbdeca159c31e73f001f478ebb3ccb4a137fb	Validating a solution is usually easier than finding the solution.	en	difficult-pronounce
8b8d2712e9303d4580a23fbf84abeb4a20114cb02d8a22ae58f96febb172f45f	What has been called Cambridge butter is a mixture of foreign butters.	en	offensive-language
8b8d2712e9303d4580a23fbf84abeb4a20114cb02d8a22ae58f96febb172f45f	What has been called Cambridge butter is a mixture of foreign butters.	en	grammar-or-spelling
8b8d2712e9303d4580a23fbf84abeb4a20114cb02d8a22ae58f96febb172f45f	What has been called Cambridge butter is a mixture of foreign butters.	en	different-language
8b8d2712e9303d4580a23fbf84abeb4a20114cb02d8a22ae58f96febb172f45f	What has been called Cambridge butter is a mixture of foreign butters.	en	difficult-pronounce
9a15e2b3e10db84238d29aa7df6e36b959bd6447bb766c245dae60e8dfd98009	The United States is a terrorist state.	en	offensive-language
7666417f9e0ba09277b99e49909f33968e0e477641799f24c1abdce233d2edcf	How can he bowl if his hand has a injury?	en	grammar-or-spelling
29934f3cdd1af98630db754113d7589a9aea4b2edafa25b6659fe1616cfe3c39	Ravindra Jadeja catch a very good catch in the deep.	en	grammar-or-spelling
b32633ad60afb40fa6893d991b6d1c41115912c21204c8eb9d7d90d14f644f7d	Biswas sent a contingent of troops with tanks to blockade the Dhaka-Mymenshing highway.	en	difficult-pronounce
b326c5ffa3225a2721c36da317dc7fb8de3bf6b7045e75b2ffaaa9969c650e48	The Youghiogheny is popular for whitewater canoeing, kayaking and rafting.	en	difficult-pronounce
54b7f7e1110d0f18705822b858511343528549b26a0ff310fac634f909944e44	By a mutation it a species does not change itself.	en	grammar-or-spelling
b31b9cc1260ddca1e993460a2f4e97ddefaf6c497ff15646e3ea1ab2e71e6914	Pashby had previous done extensive work with Meredith Publications.	en	grammar-or-spelling
b37b5906c900b0af28d3cfd08304289f425c22946f215991e47a6b460367d11b	Such function naturally have to be bijective, like their table variants.	en	grammar-or-spelling
b350b74831c77663d58a2c73dde935e2f9887994f852257281b6ec92bb6fcc75	He left the band after being drafted into the United States Army.	en	It's clip read by an indian.  Why not distinct sounds with language area? There are huge accent difference from British english?America english, indian english.
b3585ef3f222032460771f111171e754b998e0e0925bc66e8f9fc31241a8f457	Cant read this then make a noise right after.	en	grammar-or-spelling
b37964677b64fd2858188faef3864e2524140454b513b6fca49f0491abbe9a1e	Set in psychiatric hospital, the production also starred Naomie Harris and Anna Maxwell Martin.	en	grammar-or-spelling
b3aa33e549caf697e49b31cbc842f83b7ef2f6f8917931d2fb7ca0a6a7a716a5	He also held the position of Minister of Public Instruction.	en	grammar-or-spelling
b3aa33e549caf697e49b31cbc842f83b7ef2f6f8917931d2fb7ca0a6a7a716a5	He also held the position of Minister of Public Instruction.	en	difficult-pronunciation
b3c476caf68b48a50b13201f797bf9e9c34decd749927da17b22ef03a42514f1	It line within the eponymous historical neighborhood, while also including some other historical areas.	en	grammar-or-spelling
